412,PERMIEPSNG,PT. PERTAMINA EP ASSET 5 - FIELD SANGASANGA                                     
413,PCMURIAHLT,PC MURIAH LTD.                                                                  
414,PHEMETANAS,PT PERTAMINA HULU ENERGI METANA SUBAN-I                                         
415,CITICSERAM,CITIC SERAM ENERGY LIMITED                                                      
416,GAGASENERG,PT. GAGAS ENERGI INDONESIA                                                      
417,POSINDOJKT,PT. POS INDONESIA (PERSERO)                                                     
418,NALCOINDO,PT. NALCO INDONESIA                                                             
419,PGNLNG....,PT. PGN LNG INDONESIA                                                           
420,PERMIEPPAP,PT. PERTAMINA EP ASSET 5 FIELD PAPUA                                            
421,PERMIEPTAN,PT. PERTAMINA EP ASSET 5 FIELD TANJUNG                                          
422,KSTEELDAEM,PT. KRAKATAU DAEDONG MACHINERY                                                  
423,EXPROINDON,PT EXPRO INDONESIA                                                              
424,KSTEELKPDP,PT. KRAKATAU PERBENGKELAN DAN PERAWATAN                                         
425,MENANGJAYA,CV MENANG JAYA                                                                  
426,PHEMETANII,PT. PERTAMINA HULU ENERGI METAN TANJUNG II                                      
427,BSUMMITIND,PT. BANK SUMITOMO MITSUI INDONESIA                                              
428,SLUMBERGER,PT. SCHLUMBERGER GEOPHYSICS NUSANTARA                                           
429,RDENGINSBY,PT. RUDY DARMA ENGINEERING                                                      
430,PHEMNKSUMU,PT. PHE MNK SUMATERA UTARA                                                      
431,GOBELINTER,PT. GOBEL INTERNATIONAL                                                         
432,PERMINALUB,PT. PERTAMINA LUBRICANTS                                                        
433,STOCK.....,                                                                                
434,ECOLABINTL,PT. ECOLAB INTERNATIONAL INDONESIA                                              
435,KSTEELKIEC,PT. KRAKATAU INDUSTRIAL ESTATE CILEGON                                          
436,SYSTEMNUSA,PT. SYSTEM ENERGI NUSANTARA                                                     
437,ABADIHUTAN,PT. ABADI HUTAN TROPIS                                                          
438,INTERNAL..,PT. SURYA DARMA PERKASA                                                         
439,KSTEELKGOL,PT. KRAKATAU GOLDEN LIME                                                        
440,OTHER1,OTHERS                                                                          
441,OTHER2,OTHERS                                                                          
442,ESSOINDONE,ESSO INDONESIA INC.                                                             
443,NALCOCHAMP,PT. NALCO CHAMPION INDONESIA                                                    
444,TESC0INDOM,PT. TESCO INDOMARITIM                                                           
445,CHUKONGIND,PT. CHU KONG STEEL INDONESIA                                                    
446,PHILIPINDC,PT. PHILIPS INDONESIA COMMERCIAL                                                
447,PRIMAARMAD,PT. PRIMA ARMADA RAYA                                                           
448,PARDIKAWIS,PT. PARDIKA WISTHI SARANA                                                       
449,BHIMPSAUDA,PT. BANK HIMPUNAN SAUDARA 1906                                                  
450,UBSSECURIT,UBS SECURITIES INDONESIA                                                        
451,RELIEFESJM,PT RELIEF ESA JAYA MAKMUR                                                       
452,PANGANSEHA,PT. PANGAN SEHAT SEJAHTERA                                                      
453,ANDALANFUR,PT. ANDALAN FURNINDO                                                            
454,KISELKOPER,KOPERASI TELKOMSEL                                                              
455,AUTOLIVIND,PT. AUTOLIV INDONESIA                                                           
456,TACHIMITAH,PT. TACHIMITA HOKA UTAMA                                                        
457,PRATAMAMIT,PT. PRATAMA MITRA SEJATI                                                        
458,ABHITRANS.,PT. ABHITRANS MATRA INDAH                                                       
459,TRINAYATIR,PT. TRINAYA TIRTA                                                               
460,KOPKARLATA,KOP. KARYAWAN PT. APLIKANUSA LINTASARTA (KOPKARLA)                              
461,HENGANGLOB,PT. HENGAN GLOBAL                                                               
462,PROENERGI.,PT. PRO ENERGI                                                                  
463,SHARPELECT,PT. SHARP ELECTRONICS INDONESIA                                                 
464,BANGLADESH,BANGLADESH EMBASSSY                                                             
465,BLASTINDOM,PT. BLASTINDO MITRA MANDIRI                                                     
466,KAMADJAJAL,PT. KAMADJAJA LOGISTICS                                                         
467,HEWLETTPAC,PT. HEWLETT-PACKARD INDONESIA                                                   
468,TRUSTINDOM,CV. TRUSTINDO MOBILMUVEL CORPORATION                                            
469,CUSHMANWAK,PT. CUSHMAN & WAKEFIELD INDONESIA                                               
470,PERMATAGRH,PT. PERMATA GRAHA NUSANTARA                                                     
471,ALLSTARSEC,PT. ALL STARS SECURITY                                                          
472,UNIVERSALM,PT. UNIVERSAL MITRA MANDIRI                                                     
473,KSTEELOSAK,PT. KRAKATAU OSAKA STEEL                                                        
474,PGNPLMBANG,PT. PERUSAHAAN GAS NEGARA (PERSERO) TBK                                         
475,PGNKRAWANG,PT. PERUSAHAAN GAS NEGARA AREA KARAWANG                                         
476,DUTAMOTOR.,DUTA MOTOR                                                                      
477,WEBSTREAMI,PT. MEDIA BARU DIGITAL                                                          
478,PLNKLIREJO,PT. PLN (PERSERO) DISTRIBUSI LAMPUNG RAYON KALIREJO                             
479,ECOBLISSKE,PT. ECOBLISS KEMASINDO                                                          
480,INDUKSARAN,PT. INDUK SARANA KEMASINDO                                                      
481,PANAGIOTIS,MARRAS PANAGIOTIS                                                               
482,IRVANGUNAW,IRVAN GUNAWAN                                                                   
483,CVSANANGA.,CV.SANANGA                                                                      
484,BJTRUSTIND,"PT. BANK JTRUST INDONESIA, TBK.                                                 "
485,BWOORISAUD,"PT. BANK WOORI SAUDARA INDONESIA 1906,TBK                                       "
486,WARTSILAIN,PT. WARTSILA INDONESIA                                                          
487,CRANEINDON,PT. CRANE INDONESIA                                                             
488,ELNUSATBK.,PT. ELNUSA TBK.                                                                 
489,KALYAMITRA,PT. KALYANAMITRA ADHARA MAHARDHIKA                                              
490,UNIVERSITA,UNIVERSITAS INDONESIA                                                           
491,SINARMITRA,PT. SINARMITRA FORTUNA KERAMINDO                                                
492,SANANGALIS,PT. SANANGA LISYAVIRA MAULANA                                                   
493,CALMARINE.,PT. CALMARINE                                                                   
494,WATERWAYIN,PT. WATERWAY INDONESIA                                                          
495,SARULLAOPR,BUT. SARULLA OPERATIONS LTD                                                     
496,DARJATMULY,DARJAT MULYAWAN                                                                 
497,KSTEELPOSC,PT. KRAKATAU POSCO ENERGY                                                       
498,HAIERELECT,PT. HAIER ELECTRICAL APPLIANCES INDONESIA                                       
499,HONDASOUTH,BUT. HONDA R & D SOUTHEAST ASIA CO.LTD                                          
500,JPOWERDEVE,ELECTRIC POWER DEVELOPMENT CO. LTD.                                             
501,AEROFOODIN,PT. AEROFOOD INDONESIA                                                          
502,MUNTAZMULI,PT. MUNTAZ MULIA MANDIRI                                                        
503,ADRIWARAKR,PT. ADRIWARA KRIDA                                                              
504,MEDIALISIN,PT. MEDIALI SINERGI                                                             
505,GAZINDORAY,PT. GAZINDO RAYA                                                                
506,OPHIRINDON,OPHIR INDONESIA (BANGKANAI) LIMITED                                             
507,ATINDONESI,PT AT INDONESIA                                                                 
508,HILTINUSAN,PT. HILTI NUSANTARA                                                             
509,NARENDRARA,PT. NARENDRARADHA PARAHITA                                                      
510,KEMENTBUMN,BEND PENGELUARAN KEMENTRIAN NEGARA BUMN                                         
511,PGASSOLLAM,PT. PGAS SOLUTION LAMPUNG                                                       
512,PGASSOLSUB,PT. PGAS SOLUTION SURABAYA                                                      
513,PUMAENERGY,PT. PUMA ENERGY INDONESIA                                                       
514,BISNISINTE,PT. BISNIS INTEGRASI GLOBAL                                                     
515,SRIKANDIMU,PT. SRIKANDI MULTI RENTAL                                                       
516,GPILOGISTI,PT. GPI LOGISTICS                                                               
517,WIRANANUSA,PT. WIRANA NUSANTARA ENERGY                                                     
518,PARDICJAYA,PT. PARDIC JAYA CHEMICALS                                                       
519,ALTUSLOGIS,PT. ALTUS LOGISTICS SERVICES INDONESIA                                          
520,LAUTANOTSU,PT. LAUTAN OTSUKA CHEMICAL                                                      
521,TITISSAMPU,PT. TITIS SAMPURNA INSPECTION                                                   
522,BENUATONGA,PT. BENUA ASIA TONGAH                                                           
523,KALIMJAWAG,PT. KALIMANTAN JAWA GAS                                                         
524,BJBRANGKAS,"PT. BANK PEMBANGUNAN DAERAH JAWA BARAT DAN BANTEN, TBK                          "
525,BJBCILEGON,"PT. BANK PEMBANGUNAN DAERAH JAWA BARAT DAN BANTEN, TBK                          "
526,KOPERLAKMG,KOP. KARY.PERTAMINA LAPANGAN KAMOJANG (KOPERLAK)                                
527,BBNIKCUROA,PT. BANK NEGARA INDONESIA (PERSERO) TBK                                         
528,SUBURJAYA.,CV. SUBUR JAYA                                                                  
529,BBNIKCUHAR,PT. BANK NEGARA INDONESIA (PERSERO) TBK                                         
530,BIASDRILLI,PT. BIAS DRILLINDO UTAMA                                                        
531,BBNIJAPURA,PT. BANK NEGARA INDONESIA (PERSERO) TBK                                         
532,BBNIJABEKA,PT. BANK NEGARA INDONESIA (PERSERO) TBK                                         
533,MULTIRUBIN,PT. MULTI RUBINDO                                                               
534,GYRODATAIN,PT. GYRODATA INDONESIA                                                          
535,BBJBRNGKAS,"PT. BANK PEMBANGUNAN DAERAH JAWA BARAT DAN BANTEN, TBK                          "
536,UNIVERSALI,PT. UNIVERSAL MITRA INTERNATIONAL                                               
537,BBNISKCGAD,PT. BANK NEGARA INDONESIA (PERSERO) TBK                                         
538,BBJBCLEGON,"PT. BANK PEMBANGUNAN DAERAH JAWA BARAT DAN BANTEN, TBK                          "
539,ASASASASAS,                                                                                
540,ADIKARYATR,PT. ADIKARYA TRICAKRA ARTAGUNA                                                  
541,SAMUDRAIND,"PT. SAMUDERA INDONESIA, TBK                                                     "
542,BBNIKCAMBN,PT.BANK NEGARA INDONESIA ( PERSERO ) TBK                                        
543,IMECOINSAR,MUTTON DEAN SEBASTIAN QQ PT.IMECO INTER SARANA                                  
544,SOLUSINERG,PT.SOLUSI ENERGY NUSANTARA                                                      
545,BBNIJKTKOT,PT. BANK NEGARA INDONESIA (PERSERO) TBK                                         
546,SURYAPILPE,PT. SURYA PILAR PERKASA                                                         
547,NOJORONOTO,PT. NOJORONO TOBACCO INTERNATIONAL                                              
548,SARANPRIME,PT. SARANA PRIMA MEDIKA                                                         
549,BBSYAMANDR,PT. BANK SYARIAH MANDIRI                                                        
550,ONEHUNDRED,PT. ONE HUNDRED PERCENT                                                         
551,KARENSKREA,CV. KAREN'S KREASI GENTA BUANA                                                  
552,BBNIKCUKRW,PT. BANK NEGARA INDONESIA (PERSERO) TBK                                         
553,KOPRAADIMA,KOPERASI ADIL MAKMUR                                                            
554,BBNISKCKOT,PT. BANK NEGARA INDONESIA (PERSERO) TBK                                         
555,BBNIKCUSRG,PT. BANK NEGARA INDONESIA (PERSERO) TBK                                         
556,BBNIKCUJBR,PT. BANK NEGARA INDONESIA (PERSERO) TBK                                         
557,BBNIRBCPAM,PT. BANK NEGARA INDONESIA (PERSERO) TBK                                         
558,CUSHVALENT,VALENTINO SOPACUA QQ PT. CUSHMAN & WAKEFIELD INDONESIA                          
559,INTERMATRA,PT. INTERMATRA                                                                  
560,BBNIMROMKS,PT. BANK NEGARA INDONESIA (PERSERO) TBK                                         
561,EASYPAYIND,PT. EASY PAY INDONESIA NATIONAL PAYMENT SYSTEMS                                 
562,AROMATOBAC,PT. AROMA TOBACCO INTERNATIONAL                                                 
563,GPTRANS...,PT. GLOBAL PUTRA TRANS                                                          
564,BBNIRBCBLP,PT. BANK NEGARA INDONESIA (PERSERO) TBK                                         
565,NIKORAMACI,PT. NIKORAMA CITRA TOBACCO                                                      
566,BBNIWILMKS,PT. BANK NEGARA INDONESIA (PERSERO) TBK                                         
567,NIKKISUPER,"PT, NIKKI SUPER TOBACCO INDONESIA                                               "
568,PRIMABINRO,PT. PRIMA BINTARO ROYALE                                                        
569,AEROTRANSS,PT. AEROTRANS SERVICES INDONESIA                                                
570,CITASOTISE,PT. CITAS OTIS ELEVATOR                                                         
571,FARPOINPRI,PT. FAR POINT PRIMA                                                             
572,OSSTEMIMPL,PT. OSSTEM IMPLANT                                                              
573,PLATINUMHL,PT. MIL PLATINUM BERSAUDARA                                                     
574,JAYAMOBILI,PT. JAYA MOBILINDO                                                              
575,BBNISERVQU,PT. BANK NEGARA INDONESIA (PERSERO) TBK                                         
576,PABARAYAIN,PT. PABRIK ARAYA INDONESIA                                                      
577,FADILTEKNI,PT. FADILAH TEKNIKA ENERGI                                                      
578,BANYUPERKA,                                                                                
579,BANYUDAYAP,PT. BANYU DAYA PERKASA                                                          
580,PGNPUSETIK,ETIKO KUSJATMIKO QQ PT. PERUSAHAAN GAS NEGARA                                   
581,KARYAPRIUS,PT. KARYA PRIMA USAHATAMA                                                       
582,GTNUSANTAR,PT. GLOBAL TRANSPORTASI NUSANTARA                                               
583,PGNPUSANTA,SURANTA QQ PT. PERUSAHAAN GAS NEGARA TBK.                                       
584,PGNPUSSAHA,SAHAT PARLINDUNGAN SINAMARTA QQ PT. PGN PUSAT                                   
585,SUASANABAR,PT. SUASANA BARU SEJAHTERA                                                      
586,CHAMKURNIA,PT. CHAMPION KURNIA DJAJA TECHNOLOGIES                                          
587,SURYAANUDI,PT. SURYA ANUGERAH ABADI ENAM BELAS                                             
588,HUMESAKTII,PT. HUME SAKTI INDONESIA                                                        
589,FORSFORTIS,PT. FORS FORTIS INDONESIA                                                       
590,HIPERNINDO,PT. HIPERNET INDODATA                                                           
591,GAPURKENAB,PT. GAPURA KENCANA ABADI                                                        
592,DAYAMAHAYA,PT. DAYA MAHA BERKARYA                                                          
593,UBSSEKURIT,PT. UBS SEKURITAS INDONESIA                                                     
594,PHILINDCHA,CHANDRASEKHAR VAIDYA QQ PT. PHILIPS INDONESIA                                   
595,SORINIAGAS,PT. SORINI AGRO ASIA CORPORINDO                                                 
596,ADICABUARI,PT. ADICAHYA BUANA LESTARI                                                      
597,MITRATIMUR,PT. MITRA TIMUR LESTARI                                                         
598,DUAPUTRASJ,PT. DUA PUTRA SEKAWAN JAYA                                                      
599,MEDIAKOTAP,PT. MEDIAKOTA PROMOSI INDONESIA                                                 
600,TIRTAPATRA,PT. TIRTAPATRA DINAMIKA                                                         
601,ADVISINDOA,PT. ADVISINDO ARTISTIKA                                                         
602,KTIRTASTRI,PT. KRAKATAU TIRTA INDUSTRI                                                     
603,ACCAASSOCI,ASSOCIATION OF CHARTERED CERTIFIED ACCOUNTANTS (ACCA)                           
604,KARYAPERDA,PT. KARYA PERSADA PANAS BUMI                                                    
605,BPJSKESEHA,BPJS KESEHATAN                                                                  
606,BPDLAMPUNG,PT. BANK PEMBANGUNAN DAERAH LAMPUNG                                             
607,CIRATAKARL,PT. CIRATA KARYA LESTARI                                                        
608,PHILINRAMI,RAMI HAJJAR                                                                     
609,GEOTESYSIN,PT. GEOTECH SYSTEM INDONESIA                                                    
610,PGASOLWIL1,PT. PGAS SOLUTION WILAYAH O & M DISTRIBUSI (WILAYAH 1)                          
611,PGASOLWIL2,PT. PGAS SOLUTION DIREKTORAT ADMINISTRASI & KEUANGAN                            
612,FUMAKILIND,PT. FUMAKILLA INDONESIA                                                         
613,RADUTINTER,PT. RADIANT UTAMA INTERINSCO TBK                                                
614,BBNIKCUGAD,PT. BANK NEGARA INDONESIA (PERSERO) TBK                                         
615,DEXAMEDICA,PT. DEXA MEDICA                                                                 
616,TIMAHPERSE,PT. TIMAH (PERSERO) TBK                                                         
617,BUANAPERMA,PT. BUANA PERKASA MANDIRI                                                       
618,INDJAYAPER,PT. INDRACO JAYA PERKASA                                                        
619,BBNIKWJBSD,PT. BANK NEGARA INDONESIA (PERSERO) TBK                                         
620,AFTINDO...,PT. AFTINDO                                                                     
621,AZSASASASA,                                                                                
622,TOPCOTRADI,PT. TOPCO TRADING INDONESIA                                                     
623,WIJSOLAFID,PT. WIJAYA SOLA FIDE                                                            
624,BBNIKCDPOK,PT.BANK NEGARA INDONESIA ( PERSERO ) TBK                                        
625,JAVAGLOBAL,PT. JAVA GLOBAL FUTURES                                                         
626,OCEANGLOBA,PT. OCEAN GLOBAL SHIPPING                                                       
627,BBNIKCUMAR,PT.BANK NEGARA INDONESIA (PERSERO) TBK                                          
628,SDSDSDSDSD,                                                                                
629,BBNIKCMOJO,PT. BANK NEGARA INDONESIA (PERSRO) TBK                                          
630,INPEXMASEL,"INPEX MASELA, LTD                                                               "
631,DYSTARCOIN,PT. DYSTAR COLOURS INDONESIA                                                    
632,HARWIRANIK,PT. HARTONO WIRA TANIK                                                          
633,JASAMARJKT,PT. JASA MARGA (PERSERO) TBK                                                    
634,PREMIEROIL,PREMIER OIL NATUNA SEA B.V                                                      
635,PRIGLONUSA,PT. PRIMA GLOBAL NUSANTARA                                                      
636,IKRATAMAMA,PT. IKRA TAMA MANDALA                                                           
637,TOKYOCONSU,PT. TOKYO CONSULTING                                                            
638,KITASDSDSD,                                                                                
639,KOREAINTER,KOREA INTERNATIONAL TRADE ASSOCIATION                                           
640,KARPOWINDO,PT. KAR POWERSHIP INDONESIA                                                     
641,ASIANAGROA,PT. ASIANAGRO AGUNGJAYA                                                         
642,BBRITEGAL.,PT. BANK RAKYAT INDONESIA (PERSERO) TBK                                         
643,ANTAMGEOMI,PT. ANTAM (PERSERO) TBK - UNIT GEOMIN                                           
644,DINAMIKAMA,PT. DINAMIKA MAKMUR SENTOSA                                                     
645,SIEMENSIND,PT. SIEMENS INDONESIA                                                           
646,INSIGHTINV,PT. INSIGHT INVESTMENTS MANAGEMENT                                              
647,KSTEELMEDI,PT. KRAKATAU MEDIKA                                                             
648,PATRATRADI,PT. PATRA TRADING                                                               
649,GRIDSOLIND,PT. GRID SOLUTIONS INDONESIA                                                    
650,APARPARAMA,PERSEK PERHIMPUNAN PENGHUNI APARTEMEN PARAMA                                    
651,CALANGSEJA,PT. CALANG SEJATI INDAH                                                         
652,DANIUTOMO.,DANI UTOMO                                                                      
653,BBNIKCURWM,PT.BANK NEGARA INDONESIA ( PERSERO ) TBK                                        
654,PLNJAWTENG,PT.PLN (PERSERO)                                                                
655,BBNIKCUPCG,PT. BANK NEGARA INDONESIA (PERSERO) TBK                                         
656,BBJTSMRANG,PT. BANK PEMBANGUNAN DAERAH JAWA TENGAH                                         
657,ANTAMSULTR,PT. ANTAM (PERSERO) TBK - UBPN SULTRA                                           
658,BBNISKCPCG,PT. BANK NEGARA INDONESIA (PERSERO) TBK                                         
659,INDOCHEMAL,PT. INDONESIA CHEMICAL ALUMINA                                                  
660,JASANGAWIK,PT. JASAMARGA NGAWI KERTOSONO KEDIRI                                            
661,GEOPRINDON,PT. GE OPERATIONS INDONESIA                                                     
662,ADILMAKMUR,PT. ADIL MAKMUR                                                                 
663,PERTAGEULU,PT. PERTAMINA GEOTHERMAL ENERGY AREA ULUBELU                                    
664,BOBJAKARTA,BOB PT. BSP - PERTAMINA HULU                                                    
665,PLNKANTPUS,PT. PLN (PERSERO) KANTOR PUSAT                                                  
666,JAKARTAINT,PT. JAKARTA INTERNATIONAL CONTAINER TERMINAL                                    
667,JASAKUNCEN,PT. JASAMARGA KUNCIRAN CENGKARENG                                               
668,PERTAMGASF,                                                                                
669,BBNISKMSBY,PT. BANK NEGARA INDONESIA (PERSERO) TBK                                         
670,ANTAMPUSAT,PT. ANTAM (PERSERO) TBK - KANTOR PUSAT                                          
671,KHARISMAPE,PT. KHARISMA PEMASARAN BERSAMA NUSANTARA                                        
672,MAHAMERUAK,PT. MAHAMERU AKSARA AGRI                                                        
673,SIGNIFYCOM,PT. SIGNIFY COMMERCIAL INDONESIA                                                
674,BBANKBTPN.,PT. BANK BTPN TBK                                                               
675,STARPACIFI,PT. STAR PACIFIC TBK                                                            
676,PLNUBANTEN,PT. PLN (PERSERO)                                                               
677,JASATRANSJ,PT. JASAMARGA TRANSJAWA TOL                                                     
678,REONPRATUR,PT REON PRATAMA TURBO                                                           
679,NIPPONEXPR,PT. NIPPON EXPRESS INDONESIA                                                    
680,PJBTENAYAN,PT. PJB UBJOM PLTU TENAYAN                                                      
681,PRINAPATNI,PT. PRIMA NARENDRA PATNI NUSANTARA                                              
682,PRIMENATUN,PRIME NATUNA INC.                                                               
683,RONABOEMIN,PT. RONA BOEMI NUSA                                                             
684,PMINTERNAT,PT PM INTERNATIONAL INDONESIA                                                   
685,TORABIKAKA,PT. TORABIKA EKA SEMESTA                                                        
686,CIPTANIAGA,PT. CIPTA NIAGA SEMESTA                                                         
687,KAKAOMASGE,PT. KAKAO MAS GEMILANG                                                          
688,APLOGISTIC,PT. APL LOGISTICS                                                               
689,ROBERTWALT,PT. ROBERT WALTERS INDONESIA                                                    
690,PANDAWASUK,PT. PANDAWA SUKSES PERKASA                                                      
691,KSTEELJLOG,PT. KRAKATAU JASA LOGISTIK                                                      
692,KSTEELBALK,BAPELKES KRAKATAU STEEL                                                         
693,GLOBALKAPI,PT GLOBAL KAPITAL INVESTAMA BERJANGKA                                           
694,TIRTAFRESI,PT. TIRTA FRESINDO JAYA                                                         
695,INUKINESIA,PT. INDUSTRI NUKLIR INDONESIA                                                   
696,BOBBUMISIA,PT. BUMI SIAK PUSAKO                                                            
697,GRAHAPUTRA,PT. GRAHAPUTRA MANDIRIKHARISMA                                                  
698,LOKETPINTA,PT. LOKET PINTAR INDONESIA                                                      
699,ANGKASASBY,PT. ANGKASA PURA I (PERSERO)                                                    
700,JSMTOLROAD,PT. JASAMARGA TRANSJAWA TOL ROAD REGIONAL DIVISION                              
701,PASCORESTA,PT. PASCAL CORPINDO SEMESTA                                                     
702,SARDUMOLEO,PT. SARI DUMAI OLEO                                                             
703,MAYORINDAH,PT. MAYORA INDAH TBK.                                                           
704,TOKYUCONST,PT. TOKYU CONSTRUCTION INDONESIA                                                
705,ASAHSBAHDG,                                                                                
706,ANTAMPHARI,"RADEN HARIMURTI TRIWIBOWO, SE                                                   "
707,TUNGALOYIN,PT. TUNGALOY INDONESIA                                                          
708,DELLIFOODS,PT. DELLIFOOD SENTOSA CORPINDO                                                  
709,MHGTDXXXSS,                                                                                
710,DIRJENPEMD,DIREKTORAT JENDERAL PEMASYARAKATAN DITJEN                                       
711,ASIASEPHAR,PT. ASIA SEJAHTERA PERDANA PHARMACEUTICAL                                       
712,SEPATUBATA,PT. SEPATU BATA TBK                                                             
713,BAPETAPERA,BADAN PENGELOLA TABUNGAN PERUMAHAN RAKYAT                                       
714,MARGATRANS,PT. MARGA TRANS NUSANTARA                                                       
715,RASDHITAMA,PT. RASA KITA ADHIKARI UTAMA                                                    
716,WAHSENBAJA,PT. WAHANA SENTANA BAJA                                                         
717,NUTRINBOGA,PT. NUTRINDO BOGARASA                                                           
718,BONECOMTRI,PT. BONECOM TRICOM                                                              
719,BSYARIINDO,PT. BANK SYARIAH INDONESIA TBK                                                  
720,BPDQQDHARA,DHARA ROSITA QQ PT. BPD LAMPUNG                                                 
721,BENGKALISK,PT. BENGKALIS KUDA LAUT                                                         
722,SINARMULIA,PT. SINAR MULIA PERKASA                                                         
723,ULTRAPRIMA,PT. ULTRA PRIMA PLAST                                                           
724,KSTEELPODC,PT. KRAKATAU POS-CHEM DONG-SUH CHEMICAL                                         
725,ULTRAABADI,PT. ULTRA PRIMA ABADI                                                           
726,LIPPOMALLS,PT. LIPPO MALLS INDONESIA                                                       
727,BBRIKCSPAR,PT.BANK RAKYAT INDONESIA KANTOR CABANG JAKARTA S.PARMAN                         
728,ASABRIRIND,PT. ASABRI                                                                      
729,LIPPOKWACI,PT. LIPPO KARAWACI TBK                                                          
730,BPJSKDIVRE,BPJS KESEHATAN DIVRE IV                                                         
731,ANTAMRECIN,PT. ANTAM RESOURCINDO                                                           
732,HARCORINDO,PT.HARDCORINDO SEMESTA JAYA                                                     
733,BPJSKJABAR,BPJS KESEHATAN DIVISI REGIONAL V                                                
734,BPJSKSERBA,BPJS KESEHATAN DIVISI REGIONAL XIII BANTEN                                      
735,KSTEELPIPE,PT. KRAKATAU PIPE INDUSTRIES                                                    
736,BBTNBINJAY,PT. BANK TABUNGAN NEGARA CBC BINTARO JAYA                                       
737,BUMIDAYAPL,PT.BUMI DAYA PLAZA                                                              
738,ASRJIWAIFG,PT.ASURANSI JIWA IFG                                                            
739,PGNSOLUSIN,PT.SOLUSI ENERGY NUSANTARA                                                      
740,RAVAINTIMA,PT.RAVALIA INTI MANDIRI                                                         
741,PURABARUTA,PT.PURA BARUTAMA                                                                
742,ARTABOLANG,PT.ARTA BOGA CEMERLANG                                                          
743,BBTNJAKRAY,PT. BANK TABUNGAN NEGARA CBC JAKARTA RAYA                                       
744,SANGNUSRAY,PT.SANGGRAHA NUSA RAYA                                                          
745,STAINSPRIM,PT.STAINLESS STEEL PRIMAVALVE MAJUBERSAMA                                       
746,RAJAMITAMA,PT. RAJAWALI MITRA PRATAMA                                                      
747,JAKTANKTER,PT. JAKARTA TANK TERMINAL                                                       
748,PUTRAMULIA,PT.PUTRA MULIA TELECOMMUNICATION                                                
749,CS2POLAHAT,PT. CS2 POLA SEHAT                                                              
750,TRIDASWIRA,PT.TRIDASA PRAWIRA                                                              
751,ARMORARTHA,PT. ARMORINDO ARTHA                                                             
752,ANDALARTHA,PT. ANDALAN ARTHALESTARI                                                        
753,BUTIRPAKEN,PT. BUMI TIRTA PANGAN KENCANA                                                   
754,HARTAPRIMA,PT. HARAPAN UTAMA PRIMA                                                         
755,BUMINPADJA,PT.BUMI INDUS PADMA JAYA                                                        
756,SHIELDONCE,PT. SHIELD ON SERVICE                                                           
757,PJBINDRAMY,PT.PJB  UNIT BISNIS JASA O & M PLTU INDRAMAYU                                   
758,MITRAUSEJA,PT. MITRA UTAMA SEJATI                                                          
759,TERMINKOJA,KERJASAMA OPERASI PENGELOLAAN TERMINAL PETIKEMAS KOJA                           
760,COSSHILINE,PT. COSCO SHIPPING LINES INDONESIA                                              
761,BBRIOTISTA,PT. BANK RAKYAT INDONESIA (PERSERO) TBK                                         
762,INDOINNESS,PT. INDOIN BUSINESS GROUP                                                       
763,BBNIKCDMGT,PT.BANK NEGARA INDONESIA ( PERSERO ) TBK                                        
764,PROPANRAYA,PT. PROPAN RAYA INDUSTRIAL COATING CHEMICALS                                    
765,DELISNUSAN,PT. DELISARI NUSANTARA                                                          
766,SEELINTAMA,PT. SEELINDO SEJAHTERATAMA                                                      
767,PROMAFACMA,PT. PROMATRIX FACILITIES MANAGEMENT                                             
768,POMISOLUSI,PT. POGUYAMAN MITRA SOLUSI NUSANTARA                                            
769,BBTNBEKASI,PT. BANK TABUNGAN NEGARA CBC BEKASI                                             
770,KOPINDOSAT,"KOPERASI PEGAWAI PT. INDOSAT, TBK (KOPINDOSAT)                                  "
771,DWIDAJATAM,PT.DWIDA JAYA TAMA                                                              
772,JADETRUSMO,PT.JADE TRUST  MOBILINDO                                                        
773,PLNBATUBAR,PT. PLN BATUBARA                                                                
774,TRITANUSAN,PT.TRITAMA NUSANTARA                                                            
775,GARUDAMETA,PT. GARUDA METALINDO TBK                                                        
776,GLODAIRIAL,PT. GLOBAL DAIRI ALAMI                                                          
777,SIEMENLRIV,PT. SIEMENS LARGE DRIVES                                                        
778,PATRABARUN,PT. PATRA BADAK ARUN SOLUSI                                                     
779,DAIDANTAMA,PT. DAIDAN UTAMA PIALANG ASURANSI                                               
780,BUMITARASA,PT. BUMI CIPTA RASA                                                             
781,KSTEELSEMI,PT. KRAKATAU SEMEN INDONESIA                                                    
782,MURSMEDIC.,PT. MURSMEDIC                                                                   
783,TRAFOPRISA,PT. TRAFOINDO PRIMA PERKASA                                                     
784,INDODATERA,PT. INDONESIA DAYA BAHTERA                                                      
785,ALDMICDIGI,PT. ALDMIC COOPN DIGITAL                                                        
786,PLNNUPOWER,PT. PLN NUSANTARA POWER UP INDRAMAYU                                            
787,DWIEKADIRI,PT. DWIMITRA EKATAMA MANDIRI                                                    
788,MUSTIKRATU,PT. MUSTIKA RATUBUANA INTERNATIONAL                                             
789,GEOTEKINDO,PT. GEOTEKINDO                                                                  
790,SEPABATAON,PT. SEPATU BATA ONLINE                                                          
791,KAJIMAINDO,PT. KAJIMA INDONESIA                                                            
792,CASAVERDIN,PT. CASA VERDE INDONESIA                                                        
